日期,时间,纬度,经度,航向,节,时速,高度,爬升率,数据源
20190801,星期四 22:09:5910:09下午,35.481835.48,-84.6771-84.68,↑ 355°,444,822,"10,36310363", , FlightAware ADS-B  (KMDQ) 
20190801,星期四 22:10:2910:10下午,35.538835.54,-84.6832-84.68,↑ 356°,444,822,"10,36310363",8 , FlightAware ADS-B  (KBHM) 
20190801,星期四 22:10:5910:10下午,35.601835.60,-84.6899-84.69,↑ 355°,445,824,"10,37110371",7 , FlightAware ADS-B  (KGVL) 
20190801,星期四 22:11:3110:11下午,35.670535.67,-84.6973-84.70,↑ 355°,444,822,"10,37110371",-8 , FlightAware ADS-B  (KRHP) 
20190801,星期四 22:11:5510:11下午,35.716835.72,-84.7004-84.70,↑ 0°,446,826,"10,36310363",-10 , FlightAware ADS-B  (KBNA) 
20190801,星期四 22:12:1510:12下午,35.758235.76,-84.6971-84.70,↑ 6°,449,832,"10,36310363", , FlightAware ADS-B  (KCEU) 
20190801,星期四 22:12:4110:12下午,35.814335.81,-84.6927-84.69,↑ 1°,448,830,"10,36310363", , FlightAware ADS-B  (KSRB) 
20190801,星期四 22:12:5910:12下午,35.849535.85,-84.6930-84.69,↑ 359°,451,835,"10,36310363", , FlightAware ADS-B  (KRYY) 
20190801,星期四 22:13:4010:13下午,35.936635.94,-84.6943-84.69,↑ 360°,456,845,"10,36310363",52 , FlightAware ADS-B  (KMQY) 
20190801,星期四 22:14:1010:14下午,36.001436.00,-84.6945-84.69,↑ 360°,457,847,"10,42410424",168 , FlightAware ADS-B  (KCSV) 
20190801,星期四 22:14:4010:14下午,36.064536.06,-84.6947-84.69,↑ 360°,461,855,"10,53110531",251 , FlightAware ADS-B  (KVJI) 
20190801,星期四 22:15:1010:15下午,36.130636.13,-84.6952-84.70,↑ 360°,462,856,"10,67610676",389 , FlightAware ADS-B  (KCSV) 
20190801,星期四 22:15:4010:15下午,36.193036.19,-84.6958-84.70,↑ 360°,453,838,"10,91910919",297 , FlightAware ADS-B  (KCSV) 
20190801,星期四 22:16:1010:16下午,36.256536.26,-84.6963-84.70,↑ 360°,453,838,"10,97310973",52 , FlightAware ADS-B  (KRHP) 
20190801,星期四 22:16:4110:16下午,36.317536.32,-84.6968-84.70,↑ 360°,452,837,"10,97310973", , FlightAware ADS-B  (KBNA) 
20190801,星期四 22:17:1110:17下午,36.380436.38,-84.6976-84.70,↑ 360°,452,837,"10,97310973", , FlightAware ADS-B  (KTOC) 
20190801,星期四 22:17:4210:17下午,36.448536.45,-84.6982-84.70,↑ 360°,451,835,"10,97310973", , FlightAware ADS-B  (KBYL) 
20190801,星期四 22:18:1310:18下午,36.511036.51,-84.6986-84.70,↑ 360°,452,837,"10,97310973",8 , FlightAware ADS-B  (KBYL) 
20190801,星期四 22:18:4310:18下午,36.575436.58,-84.6992-84.70,↑ 360°,451,835,"10,98010980",8 , FlightAware ADS-B  (KBYL) 
20190801,星期四 22:19:1310:19下午,36.638136.64,-84.6998-84.70,↑ 360°,451,835,"10,98010980", , FlightAware ADS-B  (KBYL) 
20190801,星期四 22:19:5410:19下午,36.721536.72,-84.7006-84.70,↑ 360°,449,832,"10,98010980",-6 , FlightAware ADS-B  (KTYS) 
20190801,星期四 22:20:2410:20下午,36.784336.78,-84.7012-84.70,↑ 360°,448,830,"10,97310973",-9 , FlightAware ADS-B  (KJWN) 
20190801,星期四 22:20:4510:20下午,36.827936.83,-84.7015-84.70,↑ 0°,448,830,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190801,星期四 22:21:2010:21下午,36.900736.90,-84.7024-84.70,↑ 360°,447,827,"10,97310973", , FlightAware ADS-B  (KSRB) 
20190801,星期四 22:21:4610:21下午,36.953336.95,-84.7028-84.70,↑ 0°,447,827,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190801,星期四 22:22:1710:22下午,37.018237.02,-84.7032-84.70,↑ 360°,446,826,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190801,星期四 22:22:4710:22下午,37.081737.08,-84.7039-84.70,↑ 360°,446,826,"10,97310973", , FlightAware ADS-B  (KLOZ) 
20190801,星期四 22:23:1810:23下午,37.145237.15,-84.7045-84.70,↑ 0°,445,824,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190801,星期四 22:23:4810:23下午,37.206737.21,-84.7049-84.70,↑ 0°,445,824,"10,97310973", , FlightAware ADS-B  (KLUK) 
20190801,星期四 22:24:1910:24下午,37.268437.27,-84.7055-84.71,↑ 0°,444,822,"10,97310973", , FlightAware ADS-B  (KLUK) 
20190801,星期四 22:24:5010:24下午,37.334137.33,-84.7061-84.71,↑ 0°,444,822,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190801,星期四 22:25:1710:25下午,37.384437.38,-84.7066-84.71,↑ 0°,444,822,"10,97310973", , FlightAware ADS-B  (KIND) 
20190801,星期四 22:25:5210:25下午,37.460237.46,-84.7076-84.71,↑ 0°,443,821,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190801,星期四 22:26:3010:26下午,37.538437.54,-84.7082-84.71,↑ 0°,443,821,"10,97310973", , FlightAware ADS-B  (KBRY) 
20190801,星期四 22:26:5010:26下午,37.576337.58,-84.7086-84.71,↑ 0°,443,821,"10,97310973", , FlightAware ADS-B  (KIND) 
20190801,星期四 22:27:2910:27下午,37.660237.66,-84.7094-84.71,↑ 360°,443,821,"10,97310973", , FlightAware ADS-B  (KLUK) 
20190801,星期四 22:27:5010:27下午,37.694837.69,-84.7098-84.71,↑ 0°,444,822,"10,97310973",-12 , FlightAware ADS-B  (KIND) 
20190801,星期四 22:28:0610:28下午,37.735837.74,-84.7101-84.71,↑ 360°,444,822,"10,96510965",-14 , FlightAware ADS-B  (KCVG) 
20190801,星期四 22:28:2210:28下午,37.766737.77,-84.7104-84.71,↑ 360°,445,824,"10,96510965",12 , FlightAware ADS-B  (KBWG) 
20190801,星期四 22:28:4310:28下午,37.810537.81,-84.7108-84.71,↑ 360°,445,824,"10,97310973",12 , FlightAware ADS-B  (KLEX) 
20190801,星期四 22:28:5910:28下午,37.844637.84,-84.7112-84.71,↑ 0°,446,826,"10,97310973", , FlightAware ADS-B  (KLUK) 
20190801,星期四 22:29:3010:29下午,37.908437.91,-84.7118-84.71,↑ 0°,447,827,"10,97310973", , FlightAware ADS-B  (KLUK) 
20190801,星期四 22:29:5110:29下午,37.950737.95,-84.7122-84.71,↑ 0°,448,830,"10,97310973",12 , FlightAware ADS-B  (KIND) 
20190801,星期四 22:30:0810:30下午,37.987837.99,-84.7126-84.71,↑ 360°,447,827,"10,98010980",13 , FlightAware ADS-B  (KBAK) 
20190801,星期四 22:30:2610:30下午,38.023938.02,-84.7130-84.71,↑ 360°,447,827,"10,98010980", , FlightAware ADS-B  (KCVG) 
20190801,星期四 22:31:0610:31下午,38.106838.11,-84.7137-84.71,↑ 360°,446,826,"10,98010980", , FlightAware ADS-B  (KBRY) 
20190801,星期四 22:31:3010:31下午,38.157338.16,-84.7142-84.71,↑ 0°,446,826,"10,98010980", , FlightAware ADS-B  (KLUK) 
20190801,星期四 22:31:5310:31下午,38.201938.20,-84.7146-84.71,↑ 0°,446,826,"10,98010980", , FlightAware ADS-B  (KIND) 
20190801,星期四 22:32:1310:32下午,38.245138.25,-84.7150-84.72,↑ 0°,445,824,"10,98010980",-12 , FlightAware ADS-B  (KLEX) 
20190801,星期四 22:32:3110:32下午,38.281638.28,-84.7153-84.72,↑ 360°,445,824,"10,97310973",-10 , FlightAware ADS-B  (KLUK) 
20190801,星期四 22:32:5910:32下午,38.340238.34,-84.7159-84.72,↑ 0°,445,824,"10,97310973",-8 , FlightAware ADS-B  (KLUK) 
20190801,星期四 22:33:3210:33下午,38.408238.41,-84.7176-84.72,↑ 356°,444,822,"10,96510965", , FlightAware ADS-B  (KCVG) 
20190801,星期四 22:33:5910:33下午,38.465038.47,-84.7261-84.73,↑ 350°,442,819,"10,97310973",17 , FlightAware ADS-B  (KCVG) 
20190801,星期四 22:34:2610:34下午,38.518238.52,-84.7412-84.74,↑ 345°,440,814,"10,98010980",9 , FlightAware ADS-B  (KCMH) 
20190801,星期四 22:34:5210:34下午,38.566938.57,-84.7613-84.76,↑ 340°,438,811,"10,98010980",-8 , FlightAware ADS-B  (KIMS) 
20190801,星期四 22:35:2210:35下午,38.622138.62,-84.7869-84.79,↑ 340°,437,810,"10,97310973",-8 , FlightAware ADS-B  (KLEX) 
20190801,星期四 22:35:5210:35下午,38.680938.68,-84.8140-84.81,↑ 341°,437,810,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190801,星期四 22:36:2110:36下午,38.737338.74,-84.8402-84.84,↑ 340°,437,810,"10,97310973", , FlightAware ADS-B  (KCVG) 
20190801,星期四 22:37:0110:37下午,38.810538.81,-84.8744-84.87,↑ 341°,435,806,"10,97310973",-47 , FlightAware ADS-B  (KCVG) 
20190801,星期四 22:37:2910:37下午,38.865038.87,-84.8999-84.90,↑ 340°,434,803,"10,91910919",-183 , FlightAware ADS-B  (KCVG) 
20190801,星期四 22:37:5110:37下午,38.904238.90,-84.9182-84.92,↑ 340°,431,798,"10,82010820",-274 , FlightAware ADS-B  (KLUK) 
20190801,星期四 22:38:1910:38下午,38.958738.96,-84.9438-84.94,↑ 341°,436,808,"10,69110691",-299 , FlightAware ADS-B  (KRID) 
20190801,星期四 22:38:4010:38下午,38.997739.00,-84.9621-84.96,↑ 341°,437,810,"10,57710577",-305 , FlightAware ADS-B  (KHAO) 
20190801,星期四 22:39:1010:39下午,39.057739.06,-84.9900-84.99,↑ 340°,439,813,"10,43210432",-285 , FlightAware ADS-B  (KBAK) 
20190801,星期四 22:39:4110:39下午,39.114939.11,-85.0169-85.02,↑ 340°,441,816,"10,28710287",-283 , FlightAware ADS-B  (KCVG) 
20190801,星期四 22:40:0010:40下午,39.152139.15,-85.0344-85.03,↑ 340°,442,819,"10,19610196",-286 , FlightAware ADS-B  (KBFR) 
20190801,星期四 22:40:2110:40下午,39.191039.19,-85.0528-85.05,↑ 340°,443,821,"10,09710097",-268 , FlightAware ADS-B  (KLUK) 
20190801,星期四 22:40:4110:40下午,39.231939.23,-85.0720-85.07,↑ 340°,444,822,"10,01310013",-308 , FlightAware ADS-B  (KBAK) 
20190801,星期四 22:41:0410:41下午,39.275539.28,-85.0926-85.09,↑ 340°,446,826,"9,8769876",-329 , FlightAware ADS-B  (KBAK) 
20190801,星期四 22:41:3110:41下午,39.328339.33,-85.1176-85.12,↑ 341°,451,835,"9,7389738",-425 , FlightAware ADS-B  (KRID) 
20190801,星期四 22:42:0110:42下午,39.384439.38,-85.1440-85.14,↑ 340°,454,840,"9,4729472",-556 , FlightAware ADS-B  (KLUK) 
20190801,星期四 22:42:3110:42下午,39.447839.45,-85.1738-85.17,↑ 340°,455,843,"9,1829182",-560 , FlightAware ADS-B  (KMGY) 
20190801,星期四 22:42:5910:42下午,39.495439.50,-85.1964-85.20,↑ 340°,447,827,"8,9318931",-507 , FlightAware ADS-B  (KTZR) 
20190801,星期四 22:43:3610:43下午,39.572239.57,-85.2332-85.23,↑ 340°,433,801,"8,6338633",-355 , FlightAware ADS-B  (KIND) 
20190801,星期四 22:44:0610:44下午,39.627539.63,-85.2598-85.26,↑ 340°,426,789,"8,5348534",-107 , FlightAware ADS-B  (KUMP) 
20190801,星期四 22:44:3610:44下午,39.681939.68,-85.2858-85.29,↑ 340°,428,793,"8,5278527", , FlightAware ADS-B  (KLUK) 
20190801,星期四 22:45:0610:45下午,39.740539.74,-85.3138-85.31,↑ 340°,442,819,"8,5348534",8 , FlightAware ADS-B  (KFWA) 
20190801,星期四 22:45:3610:45下午,39.797739.80,-85.3413-85.34,↑ 340°,459,850,"8,5348534", , FlightAware ADS-B  (KLUK) 
20190801,星期四 22:46:0510:46下午,39.856439.86,-85.3694-85.37,↑ 340°,463,858,"8,5348534", , FlightAware ADS-B  (KDFI) 
20190801,星期四 22:46:3610:46下午,39.918539.92,-85.3992-85.40,↑ 340°,460,851,"8,5348534",-30 , FlightAware ADS-B  (KLUK) 
20190801,星期四 22:47:0610:47下午,39.978539.98,-85.4281-85.43,↑ 340°,458,848,"8,5048504",-161 , FlightAware ADS-B  (KCMH) 
20190801,星期四 22:47:3010:47下午,40.025140.03,-85.4506-85.45,↑ 340°,454,840,"8,3908390",-288 , FlightAware ADS-B  (KFWA) 
20190801,星期四 22:48:0010:48下午,40.084740.08,-85.4795-85.48,↑ 340°,456,845,"8,2458245",-290 , FlightAware ADS-B  (KFWA) 
20190801,星期四 22:48:2210:48下午,40.127040.13,-85.5000-85.50,↑ 341°,453,838,"8,1388138",-295 , FlightAware ADS-B  (KIND) 
20190801,星期四 22:48:4810:48下午,40.177940.18,-85.5247-85.52,↑ 340°,453,838,"8,0098009",-302 , FlightAware ADS-B  (KLAF) 
20190801,星期四 22:49:1810:49下午,40.238440.24,-85.5541-85.55,↑ 340°,447,827,"7,8567856",-298 , FlightAware ADS-B  (KMQJ) 
20190801,星期四 22:49:3410:49下午,40.268140.27,-85.5688-85.57,&nwarr 337°,444,822,"7,7807780",-296 , FlightAware ADS-B  (KMQJ) 
20190801,星期四 22:49:5210:49下午,40.300240.30,-85.5924-85.59,&nwarr 324°,442,819,"7,6897689",-301 , FlightAware ADS-B  (KMQJ) 
20190801,星期四 22:50:0910:50下午,40.324240.32,-85.6205-85.62,← 312°,440,814,"7,6057605",-282 , FlightAware ADS-B  (KCVG) 
20190801,星期四 22:50:2610:50下午,40.349340.35,-85.6583-85.66,← 311°,438,811,"7,5297529",-274 , FlightAware ADS-B  (KHAO) 
20190801,星期四 22:50:4410:50下午,40.372140.37,-85.6922-85.69,← 312°,437,810,"7,4457445",-276 , FlightAware ADS-B  (KIND) 
20190801,星期四 22:51:0910:51下午,40.405740.41,-85.7415-85.74,← 312°,434,803,"7,3307330",-173 , FlightAware ADS-B  (KUWL) 
20190801,星期四 22:51:2910:51下午,40.432040.43,-85.7801-85.78,← 313°,436,808,"7,3157315",-18 , FlightAware ADS-B  (KEYE) 
20190801,星期四 22:51:5910:51下午,40.470740.47,-85.8370-85.84,← 312°,436,808,"7,3157315", , FlightAware ADS-B  (KLAF) 
20190801,星期四 22:52:3010:52下午,40.514640.51,-85.9023-85.90,← 311°,434,803,"7,3157315", , FlightAware ADS-B  (KLAF) 
20190801,星期四 22:53:0010:53下午,40.554640.55,-85.9618-85.96,← 311°,434,803,"7,3157315", , FlightAware ADS-B  (KPWK) 
20190801,星期四 22:53:3010:53下午,40.593340.59,-86.0196-86.02,← 311°,436,808,"7,3157315",-122 , FlightAware ADS-B  (KMQJ) 
20190801,星期四 22:54:0010:54下午,40.633540.63,-86.0795-86.08,← 311°,432,800,"7,1937193",-262 , FlightAware ADS-B  (KLAF) 
20190801,星期四 22:54:3110:54下午,40.674940.67,-86.1414-86.14,← 311°,429,795,"7,0497049",-465 , FlightAware ADS-B  (KGPC) 
20190801,星期四 22:55:0110:55下午,40.713540.71,-86.1992-86.20,← 311°,424,785,"6,7216721",-739 , FlightAware ADS-B  (KBIV) 
20190801,星期四 22:55:3110:55下午,40.753340.75,-86.2592-86.26,← 311°,420,777,"6,3096309",-876 , FlightAware ADS-B  (KGPC) 
20190801,星期四 22:56:0110:56下午,40.788440.79,-86.3119-86.31,← 312°,423,784,"5,8455845",-854 , FlightAware ADS-B  (KIND) 
20190801,星期四 22:56:2410:56下午,40.819540.82,-86.3588-86.36,← 311°,415,769,"5,5555555",-414 , FlightAware ADS-B  (KFWA) 
20190801,星期四 22:56:5410:56下午,40.855640.86,-86.4136-86.41,← 311°,411,761,"5,4795479",-69 , FlightAware ADS-B  (KLAF) 
20190801,星期四 22:57:2410:57下午,40.894940.89,-86.4729-86.47,← 311°,412,763,"5,4865486", , FlightAware ADS-B  (KVPZ) 
20190801,星期四 22:57:5410:57下午,40.932440.93,-86.5296-86.53,← 312°,411,761,"5,4795479",-133 , FlightAware ADS-B  (KCMI) 
20190801,星期四 22:58:1910:58下午,40.963740.96,-86.5771-86.58,← 311°,409,758,"5,3645364",-290 , FlightAware ADS-B  (KORD) 
20190801,星期四 22:58:4610:58下午,40.996941.00,-86.6276-86.63,← 311°,410,760,"5,2275227",-308 , FlightAware ADS-B  (KLAF) 
20190801,星期四 22:59:1710:59下午,41.035541.04,-86.6863-86.69,← 311°,402,745,"5,0675067",-531 , FlightAware ADS-B  (KLAF) 
20190801,星期四 22:59:5410:59下午,41.079141.08,-86.7528-86.75,← 312°,394,729,"4,6254625",-694 , FlightAware ADS-B  (KORD) 
20190801,星期四 23:00:1111:00下午,41.097441.10,-86.7809-86.78,← 312°,390,723,"4,4424442",-739 , FlightAware ADS-B  (KLAF) 
20190801,星期四 23:00:2811:00下午,41.119741.12,-86.8151-86.82,← 311°,385,713,"4,2064206",-754 , FlightAware ADS-B  (KLAF) 
20190801,星期四 23:00:5111:00下午,41.147341.15,-86.8572-86.86,← 312°,380,703,"3,9403940",-750 , FlightAware ADS-B  (KLAF) 
20190801,星期四 23:01:0711:01下午,41.165741.17,-86.8854-86.89,← 311°,377,698,"3,7193719",-716 , FlightAware ADS-B  (KLAF) 
20190801,星期四 23:01:3711:01下午,41.198341.20,-86.9358-86.94,← 311°,367,679,"3,3913391",-450 , FlightAware ADS-B  (KGYY) 
20190801,星期四 23:02:0711:02下午,41.232641.23,-86.9883-86.99,← 311°,372,689,"3,2693269",-138 , FlightAware ADS-B  (KGYY) 
20190801,星期四 23:02:3011:02下午,41.257241.26,-87.0263-87.03,← 312°,359,665,"3,2693269",10 , FlightAware ADS-B  (KLAF) 
20190801,星期四 23:02:5411:02下午,41.279941.28,-87.0614-87.06,← 312°,351,650,"3,2773277", , FlightAware ADS-B  (KLAF) 
20190801,星期四 23:03:2411:03下午,41.314441.31,-87.1147-87.11,← 311°,351,650,"3,2693269", , FlightAware ADS-B  (KVPZ) 
20190801,星期四 23:03:5411:03下午,41.346341.35,-87.1644-87.16,← 310°,352,652,"3,2773277", , FlightAware ADS-B  (KORD) 
20190801,星期四 23:04:2411:04下午,41.380141.38,-87.2115-87.21,&nwarr 318°,350,649,"3,2693269",-8 , FlightAware ADS-B  (KAZO) 
20190801,星期四 23:04:5411:04下午,41.416241.42,-87.2544-87.25,&nwarr 319°,352,652,"3,2693269", , FlightAware ADS-B  (KPWK) 
20190801,星期四 23:05:2411:05下午,41.453241.45,-87.2987-87.30,&nwarr 318°,353,653,"3,2693269", , FlightAware ADS-B  (KMDW) 
20190801,星期四 23:05:5411:05下午,41.489441.49,-87.3420-87.34,&nwarr 319°,353,653,"3,2693269", , FlightAware ADS-B  (KPWK) 
20190801,星期四 23:06:1011:06下午,41.510041.51,-87.3649-87.36,&nwarr 324°,355,658,"3,2693269", , FlightAware ADS-B  (KORD) 
20190801,星期四 23:06:5411:06下午,41.567541.57,-87.4159-87.42,&nwarr 327°,353,653,"3,2693269", , FlightAware ADS-B  (KORD) 
20190801,星期四 23:07:2511:07下午,41.611641.61,-87.4555-87.46,&nwarr 326°,354,655,"3,2693269", , FlightAware ADS-B  (KORD) 
20190801,星期四 23:07:5511:07下午,41.651841.65,-87.4916-87.49,&nwarr 324°,356,660,"3,2693269", , FlightAware ADS-B  (KORD) 
20190801,星期四 23:08:3511:08下午,41.703641.70,-87.5495-87.55,&nwarr 319°,355,658,"3,2693269", , FlightAware ADS-B  (KPWK) 
20190801,星期四 23:09:0511:09下午,41.740241.74,-87.5915-87.59,&nwarr 320°,355,658,"3,2693269", , FlightAware ADS-B  (KORD) 
20190801,星期四 23:09:3511:09下午,41.779041.78,-87.6351-87.64,&nwarr 320°,354,655,"3,2693269",-8 , FlightAware ADS-B  (KLOT) 
20190801,星期四 23:10:0511:10下午,41.814141.81,-87.6742-87.67,&nwarr 320°,347,642,"3,2613261",-49 , FlightAware ADS-B  (KBEH) 
20190801,星期四 23:10:2211:10下午,41.835041.84,-87.7006-87.70,← 309°,316,586,"3,2313231",-208 , FlightAware ADS-B  (KPWK) 
20190801,星期四 23:10:4911:10下午,41.855241.86,-87.7408-87.74,← 303°,300,555,"3,1093109",-334 , FlightAware ADS-B  (KLOT) 
20190801,星期四 23:11:1411:11下午,41.874341.87,-87.7804-87.78,← 303°,294,544,"2,9412941",-457 , FlightAware ADS-B  (KORD) 
20190801,星期四 23:11:3111:11下午,41.884241.88,-87.8094-87.81,← 283°,294,544,"2,7892789",-485 , FlightAware ADS-B  (KORD) 
20190801,星期四 23:11:4711:11下午,41.885041.88,-87.8372-87.84,← 270°,293,542,"2,6752675",-437 , FlightAware ADS-B  (KPWK) 
20190801,星期四 23:12:1711:12下午,41.884541.88,-87.8909-87.89,← 270°,289,536,"2,4542454",-472 , FlightAware ADS-B  (KPWK) 
20190801,星期四 23:12:4711:12下午,41.884541.88,-87.9450-87.94,← 270°,289,536,"2,2022202",-389 , FlightAware ADS-B  (KIKK) 
20190801,星期四 23:13:1711:13下午,41.884641.88,-87.9961-88.00,← 270°,283,525,"2,0652065",-152 , FlightAware ADS-B  (KVPZ) 
20190801,星期四 23:13:4711:13下午,41.883241.88,-88.0521-88.05,← 267°,286,529,"2,0502050",-18 , FlightAware ADS-B  (KBUU) 
20190801,星期四 23:14:0811:14下午,41.881741.88,-88.0886-88.09,← 267°,287,531,"2,0502050",-126 , FlightAware ADS-B  (KORD) 
20190801,星期四 23:14:3811:14下午,41.879641.88,-88.1406-88.14,← 267°,280,518,"1,9431943",-368 , FlightAware ADS-B  (KARR) 
20190801,星期四 23:14:5411:14下午,41.878641.88,-88.1692-88.17,← 267°,281,520,"1,7681768",-629 , FlightAware ADS-B  (KORD) 
20190801,星期四 23:15:1011:15下午,41.877741.88,-88.1962-88.20,← 268°,283,525,"1,6081608",-557 , FlightAware ADS-B  (KORD) 
20190801,星期四 23:15:2611:15下午,41.876741.88,-88.2259-88.23,← 267°,280,518,"1,4711471",-314 , FlightAware ADS-B  (KMKE) 
20190801,星期四 23:15:4211:15下午,41.876141.88,-88.2516-88.25,← 272°,264,489,"1,4401440",-57 , FlightAware ADS-B  (KDPA) 
20190801,星期四 23:15:5811:15下午,41.882141.88,-88.2761-88.28,← 304°,243,451,"1,4401440", , FlightAware ADS-B  (KARR) 
20190801,星期四 23:16:1411:16下午,41.894441.89,-88.2902-88.29,&nwarr 332°,234,433,"1,4401440", , FlightAware ADS-B  (KDPA) 
20190801,星期四 23:16:3011:16下午,41.911641.91,-88.2953-88.30,↑ 356°,228,422,"1,4401440", , FlightAware ADS-B  (KIGQ) 
20190801,星期四 23:16:4611:16下午,41.928241.93,-88.2893-88.29,&nearr 32°,225,417,"1,4401440", , FlightAware ADS-B  (KMDW) 
20190801,星期四 23:17:0211:17下午,41.939241.94,-88.2756-88.28,&nearr 50°,223,414,"1,4401440", , FlightAware ADS-B  (KDPA) 
20190801,星期四 23:17:1811:17下午,41.948841.95,-88.2578-88.26,&nearr 57°,209,388,"1,4401440",29 , FlightAware ADS-B  (KPWK) 
20190801,星期四 23:17:3411:17下午,41.957141.96,-88.2407-88.24,&nearr 57°,188,348,"1,4551455",-57 , FlightAware ADS-B  (KORD) 
20190801,星期四 23:17:5011:17下午,41.962441.96,-88.2254-88.23,→ 77°,183,340,"1,4101410",-229 , FlightAware ADS-B  (KPWK) 
20190801,星期四 23:18:0611:18下午,41.964241.96,-88.2062-88.21,→ 87°,180,333,"1,3341334",-314 , FlightAware ADS-B  (KVPZ) 
20190801,星期四 23:18:2211:18下午,41.964641.96,-88.1892-88.19,→ 88°,181,335,"1,2421242",-318 , FlightAware ADS-B  (KDKB) 
20190801,星期四 23:18:5211:18下午,41.965041.97,-88.1550-88.16,→ 90°,178,330,"1,0901090",-290 , FlightAware ADS-B  (KPWK) 
